Pending,Reverse a DLL,Reverse a Doubly Linked List | Practice | GeeksforGeeks,https://youtu.be/G1Q1YQ6YbDA,Reverse a Doubly Linked List | GFG Practice | Iterative Solution
,,,,
,,,,
,6.3 Medium problems of SLL,,,
Pending,Middle of a LinkedList [TortoiseHare Method],Middle of the Linked List - LeetCode,https://youtu.be/7YEZjO03JwA,Middle of the Linked List | Leetcode 876 | Tortoise Hare Approach
Pending,Reverse a LinkedList [Iterative],Reverse Linked List - LeetCode,https://youtu.be/8DJwQV3fjuI,Reverse Linked List | Leetcode 206 | Iterative vs Recursive Solution
Pending,Detect a loop in LL,Linked List Cycle - LeetCode,https://youtu.be/2MlUoKhIjA0,Linked List Cycle | Leetcode 141 | Floyd's Cycle Detection
Pending,Find the starting point in LL,Linked List Cycle II - LeetCode,https://youtu.be/8qlar5RrRic,Linked List Cycle II | Leetcode 142 | Complete Guide with 2 Different Solutions
Pending,Length of Loop in LL,Find length of Loop | Practice | GeeksforGeeks,https://youtu.be/cCaLT3un9VE,Find length of Loop | Complete Guide with 2 Different Solutions
Pending,Segrregate odd and even nodes in LL,Odd Even Linked List - LeetCode,https://youtu.be/DFNPTtevXso,Odd Even Linked List | Leetcode 328 | Brute to Optimal Solution
Pending,Remove Nth node from the back of the LL,Remove Nth Node From End of List - LeetCode,https://youtu.be/L7_0FCrajUA,Remove Nth Node From End of List | Leetcode 19
,,,,
,6.4 Medium problems of DLL,,,
Pending,Delete all occurrences of a key in DLL,Delete all occurrences of a given key in a doubly linked list | Practice | GeeksforGeeks,https://youtu.be/apupPCFcwi4,Delete all occurrences of a given key in a doubly linked list | GFG Practice
Pending,Find pairs with given sum in DLL,Find pairs with given sum in doubly linked list | Practice | GeeksforGeeks,https://youtu.be/nnjpFriAgao,Find pairs with given sum in doubly linked list | GFG Practice | Optimal Solution
Pending,Remove duplicates from sorted DLL,Remove duplicates from a sorted doubly linked list | Practice | GeeksforGeeks,https://youtu.be/6_4eJ-X8FEU,Remove duplicates from a sorted doubly linked list | GFG Practice | Optimal Solution
,,,,
,,,,
,7. Bit Manipulation,,,
,7.1 Learning Bit Manipulation,,,
Pending,Introduction to Bit Manipulation,Bit Manipulation | Practice | GeeksforGeeks,https://youtu.be/ZwWRAmdGoHo,Mastering Bit Manipulation: Swap Two Numbers Without Temporary Variable and Check if Kth Bit is Set
Pending,Check if the i-th bit is set or not,Check whether K-th bit is set or not | Practice | GeeksforGeeks,https://youtu.be/RPXY-k9DSnE,
Pending,Check if a number is odd or not,Odd or Even | Practice | GeeksforGeeks,,
Pending,Check if a number is power of 2 or not,Power of Two - LeetCode,,
Pending,Count the number of set bits,Count total set bits | Practice | GeeksforGeeks,,
Pending,Set/Unset the rightmost unset bit,Set the rightmost unset bit | Practice | GeeksforGeeks,,
Pending,Swap two numbers,Swap two numbers | Practice | GeeksforGeeks,,
Pending,"Divide two integers without using multiplication, division and mod operator",Divide Two Integers - LeetCode,,
,,,,
,,,,
,7.2 Problems on Bit Manipulation,,,
Pending,Count number of bits to be flipped to convert A to B,Minimum Bit Flips to Convert Number - LeetCode,https://youtu.be/F7eooluRQrU,Minimum Bit Flips to Convert Number | Leetcode 2220 | Optimal Solution in Python
Pending,Find the number that appears odd number of times,Single Number - LeetCode,https://youtu.be/K0YpJf2UqN4,Single Number | Leetcode 136 | Brute Force and Optimal solution in Python
Pending,Power Set,Subsets - LeetCode,https://youtu.be/Cytbo-kPJ3A,Generate all Subsets using Bit Manipulation | Leetcode 78 | Python Code
,,,,
,,,,
,8. Recursion,,,
,8.1 Learn Basic Recursion,,,
Pending,Print all subsequences/Power Set,Subsets - LeetCode,https://youtu.be/wNp_FS1Sa_c,Print all subsequences/Power Set: Complete Guide with Backtracking
Pending,Print all subsequences with Sum = K,Find all subsequences with sum equals to K - GeeksforGeeks,https://youtu.be/Vy_6A0ZSunU,Print all subsequences with Sum = K: Complete Guide with Backtracking
Pending,Check if there exists a subsequence with sum K,Check if there exists a subsequence with sum K | Practice | GeeksforGeeks,https://youtu.be/CwUPDkzpG4A,Check if there exists a subsequence with sum = K | Backtracking Solution in Python
Pending,Count all subsequences with sum K,Perfect Sum Problem | Practice | GeeksforGeeks,https://youtu.be/d4LA8I9kxWk,Count All Subsequences with Sum = K: Complete Guide with Backtracking
,,,,
,,,,
,8.2 Generate Subsequences,,,
Pending,Generate all binary strings,Generate all binary strings | Practice | GeeksforGeeks,https://youtu.be/PEso38E8hKU,Generate All Binary Strings | Backtracking Approach
Pending,Generate Paranthesis,Generate Parentheses - LeetCode,https://youtu.be/8BqjZR-1jdg,Generate Parentheses | Leetcode 22 | Backtracking Approach
Pending,Learn All Patterns of Subsequences,Better String | Practice | GeeksforGeeks,-,-
Pending,Combination Sum,Combination Sum - LeetCode,https://youtu.be/98-CzNc1O6M,Combination Sum | Leetcode 39 | Backtracking Approach
Pending,Combination Sum-II,Combination Sum II - LeetCode,https://youtu.be/xkO6xL-kfCA,Combination Sum II | Leetcode 40 | Brute and Optimal Solution
Pending,Subset Sum-I,Subset Sums | Practice | GeeksforGeeks,https://youtu.be/reJOd6ZjDn8,Subset Sums | GFG Practice | Brute and Optimal Solution
Pending,Combination Sum - III,Combination Sum III - LeetCode,https://youtu.be/hpB5_bKPbw0,Combination Sum III | Leetcode 216 | Optimal Solution in Python
Pending,Letter Combinations of a Phone number,Letter Combinations of a Phone Number - LeetCode,https://youtu.be/vINkGJQI9i0,Letter Combinations of a Phone Number | Leetcode 17 | Optimal Solution in Python
,,,,
,,,,
,8.3 Hard problems on recursion,,,
Pending,N Queen,N-Queens - LeetCode,https://youtu.be/BxSXlYzXWAk,N-Queens | Leetcode 51 | Brute and Optimal Solution
Pending,Rat in a Maze,Rat in a Maze Problem - I | Practice | GeeksforGeeks,https://youtu.be/kjAtKzMJ-GM,Rat in a Maze Problem - I | GFG Practice | 2 different solutions
,,,,
,,,,
,9. Stacks and Queues,,,
,9.1 Learn the basics,,,
Pending,Implement Stack using Arrays,Implement stack using array | Practice | GeeksforGeeks,https://youtu.be/qP0L6LZ3i2Q,Implement Stack Using Array | GFG Practice | Complete Guide in Python
Pending,Implement Queue using Arrays,Implement Queue using array | Practice | GeeksforGeeks,https://youtu.be/FeoV_qD453A,Implement Queue Using Array: Complete Guide with Normal and Optimal Solutions
Pending,Understand Deque in Python,Theory [Watch the Video],https://youtu.be/IqCe1e6l6Jo,-
Pending,Implement Stack using Queue,Implement Stack using Queues - LeetCode,https://youtu.be/CTzX4vS5HB8,Implement Stack using Queues | Leetcode 225 | Complete Python Code
Pending,Implement Queue using Stack,Implement Queue using Stacks - LeetCode,https://youtu.be/1U-FKK4p6VE,Implement Queue using Stacks | Leetcode 232 | Using 2 stacks
Pending,Implement stack using Linkedlist,Implement Stack using Linked List | Practice | GeeksforGeeks,https://youtu.be/N3T6wlfoEaM,Stack using Linked List | Optimal Solution
Pending,Implement queue using Linkedlist,Implement Queue using Linked List | Practice | GeeksforGeeks,,Queue using Linked List | Complete Guide in Python
Pending,Check for balanced paranthesis,Valid Parentheses - LeetCode,https://youtu.be/mnNsoWg2IO0,Valid Parentheses | Leetcode 20 | Stack implementation
Pending,Implement Min Stack,Min Stack - LeetCode,https://youtu.be/8BZDEeY-yUc,Min Stack | Leetcode 155 | Optimal Solution in Python
,,,,
,"9.2 Prefix, Infix, Postfix conversions",,,
Pending,Infix to Postfix Conversion using Stack,Infix to Postfix | Practice | GeeksforGeeks,https://youtu.be/cWdtik-TGd0,"Infix, Postfix, Prefix Conversions explained in Python"
Pending,Prefix to Infix Conversion,Prefix to Infix Conversion | Practice | GeeksforGeeks,,
Pending,Prefix to Postfix Conversion,Prefix to Postfix Conversion | Practice | GeeksforGeeks,,
Pending,Postfix to Prefix Conversion,Postfix to Prefix Conversion | Practice | GeeksforGeeks,,
Pending,Postfix to Infix,Postfix to Infix Conversion | Practice | GeeksforGeeks,,
Pending,Convert Infix To Prefix Notation,Infix to Postfix | Practice | GeeksforGeeks,,
,,,,
,,,,
,9.3 Monotonic Stack/Queue Problems,,,
Pending,Next Greater Element,Next Greater Element | Practice | GeeksforGeeks,https://youtu.be/i7N07gXrqh0,Next Greater Element | Optimal Solution using Stack
Pending,Next Greater Element 2,Next Greater Element II - LeetCode,https://youtu.be/WKg2D9HY52Q,Next Greater Element II | Leetcode 503 | Imaginary List Optimal Solution
Pending,Asteroid Collision,Asteroid Collision - LeetCode,https://youtu.be/VLw3GaRz_aQ,Asteroid Collision | Leetcode 735 | Optimal Stack Solution
,,,,
,10. Sliding Window and Two Pointers,,,
,10.1 Medium level Problems,,,
Pending,Longest Substring Without Repeating Characters,Longest Substring Without Repeating Characters - LeetCode,https://youtu.be/_zpYpeIREPE,https://codeanddebug.in/blog/longest-substring-without-repeating-characters/
Pending,Max Consecutive Ones III,Max Consecutive Ones III - LeetCode,https://youtu.be/VgmNapc5ycQ,Max Consecutive Ones III | Leetcode 1004 | Fixed Window Solution
Pending,Fruit Into Baskets,Fruit Into Baskets - LeetCode,https://youtu.be/bXM1YNPmrwo,Fruit Into Baskets | Leetcode 904 | Optimal Solution using Sliding Window
Pending,Maximum point you can obtain from cards,Maximum Points You Can Obtain from Cards - LeetCode,https://youtu.be/SuwXaaXeOa0,Maximum Points You Can Obtain from Cards | Leetcode 1423
,,,,
,,,,
,11. Greedy Algorithms,,,
,11.1 Easy Level Problems,,,
Pending,Assign Cookies,Assign Cookies - LeetCode,https://youtu.be/zbOVRO7xV-0,Assign Cookies | Leetcode 455 | Optimal Greedy Solution
Pending,Fractional Knapsack Problem,Fractional Knapsack | Practice | GeeksforGeeks,https://youtu.be/K_qtZbLSYm0,https://codeanddebug.in/blog/fractional-knapsack/
Pending,Greedy algorithm to find minimum number of coins,Minimum number of Coins | Practice | GeeksforGeeks,https://youtu.be/hMcQXvJpT2o,Minimum number of Coins | Greedy Algorithm Solution
Pending,Lemonade Change,Lemonade Change - LeetCode,https://youtu.be/OtxKdaDnEOE,Lemonade Change | Leetcode 860 | Greedy Solution
,,,,
,,,,
,11.2 Medium/Hard Level Problems,,,
Pending,N meetings in one room,N meetings in one room | Practice | GeeksforGeeks,https://youtu.be/OnQlEihg1sA,N meetings in one room | Greedy Solution
Pending,Jump Game,Jump Game - LeetCode,https://youtu.be/kw8mIiTkLK4,Jump Game | Leetcode 55 | Greedy Solution
Pending,Jump Game 2,Jump Game II - LeetCode,https://youtu.be/H4Tv4-yi9m8,Jump Game II | Leetcode 45 | Recursive and Greedy Solution
Pending,Minimum number of platforms required for a railway,Minimum Platforms | Practice | GeeksforGeeks,https://youtu.be/z5yb0JGi4OE,Minimum Platforms | Optimal Greedy Solution
,,,,
,,,,
,12. Binary Trees,,,
,12.1 Learn Traversal,,,
Pending,Introduction to Trees,Introduction to Trees | Practice | GeeksforGeeks,https://youtu.be/zquPPfnD87U,
Pending,Create Binary Tree,Binary Tree Representation | Practice | GeeksforGeeks,https://youtu.be/qp2ct1cOgdM,
Pending,Binary Tree Traversals in Binary Tree,Tree Traversals - Naukri Code 360,https://youtu.be/ev0JrFgPO4E,"A Beginner’s Guide to Preorder, Inorder & Postorder Traversals"
Pending,Preorder Traversal of Binary Tree,Binary Tree Preorder Traversal - LeetCode,,
Pending,Inorder Traversal of Binary Tree,Binary Tree Inorder Traversal - LeetCode,,
Pending,Post-order Traversal of Binary Tree,Binary Tree Postorder Traversal - LeetCode,,
Pending,Level order Traversal / Level order traversal in spiral form,Binary Tree Level Order Traversal - LeetCode,https://youtu.be/tRhWzxU-oH0,Breadth-First Search in Binary Trees: Level-Order Traversal with Python
,,,,
,,,,
,12.2 Medium Level Problems,,,
Pending,Height of a Binary Tree,Maximum Depth of Binary Tree - LeetCode,https://youtu.be/qYMxdq2abD8,Maximum Depth of Binary Tree | Explained with Examples
Pending,Check if the Binary tree is height-balanced or not,Balanced Binary Tree - LeetCode,https://youtu.be/zvJZ8A7mBOY,Balanced Binary Tree | Leetcode 110 | Optimal and Slightly Optimal Solutions
Pending,Diameter of Binary Tree,Diameter of Binary Tree - LeetCode,https://youtu.be/KsADe9oiK1A,Diameter of Binary Tree
Pending,Maximum path sum,Binary Tree Maximum Path Sum - LeetCode,https://youtu.be/kpEWBjT3gbI,Binary Tree Maximum Path Sum | Leetcode 124 | Detailed Recursive Solution
Pending,Top View of Binary Tree,Top View of Binary Tree | Practice | GeeksforGeeks,https://youtu.be/g8cmtH2pCj8,Top View of Binary Tree | BFS with Horizontal Distance Mapping
Pending,Bottom View of Binary Tree,Bottom View of Binary Tree | Practice | GeeksforGeeks,https://youtu.be/KRMSZ8-vQcE,Bottom View of Binary Tree | BFS with Horizontal Distance Mapping
Pending,Right/Left View of Binary Tree,Binary Tree Right Side View - LeetCode,https://youtu.be/91dm6RRruhM,Binary Tree Right Side View | Leetcode 199 | BFS and DFS Approaches
,,,,
,,,,
,13. Binary Search Trees,,,
,13.1 Introduction,,,
Pending,Introduction to Binary Search Tree,Binary Search Trees | Practice | GeeksforGeeks,https://youtu.be/31g6lkNiEik,
Pending,Search in a Binary Search Tree,Search in a Binary Search Tree - LeetCode,https://youtu.be/nF3EcB3grg8,
Pending,Find Min/Max in BST,Minimum element in BST | Practice | GeeksforGeeks,https://youtu.be/GIHS4wevMFU,
,,,,
,,,,
,13.2 Practice Problems,,,
Pending,Ceil in a Binary Search Tree,Ceil in BST | Practice | GeeksforGeeks,https://youtu.be/GIHwR_vsmt4,
Pending,Floor in a Binary Search Tree,Floor in BST | Practice | GeeksforGeeks,https://youtu.be/wEaEmxyYDNs,
Pending,Insert a given Node in Binary Search Tree,Insert into a Binary Search Tree - LeetCode,https://youtu.be/CLdBM8j_J3c,
Pending,Delete a Node in Binary Search Tree,Delete Node in a BST - LeetCode,https://youtu.be/GKvN-M15NkE,
Pending,Morris Preorder/Inorder Traversal of a Binary Tree,Binary Tree Inorder Traversal - LeetCode,https://youtu.be/JwVhYBDVUQ0,
Pending,Find K-th smallest/largest element in BST,Kth Smallest Element in a BST - LeetCode,https://youtu.be/q4SXMP-BUkk,
Pending,Check if a tree is a BST or BT,Validate Binary Search Tree - LeetCode,https://youtu.be/ah604p9o5rA,
Pending,LCA in Binary Search Tree,Lowest Common Ancestor of a Binary Search Tree - LeetCode,https://youtu.be/huVyorR9rxE,
Pending,Inorder Successor/Predecessor in BST,Inorder Successor in BST - LeetCode,https://youtu.be/-PHBkE0u9GA,
,,,,
,,,,
,14. Heaps (do after binary trees),,,
,14.1 Introduction to Heaps,,,
Pending,Introduction to Priority Queues using Binary Heaps,Implementation of Priority Queue using Binary Heap | Practice | GeeksforGeeks,https://youtu.be/rUNcm2PgzPU,
Pending,Heapify Algorithm,-,https://youtu.be/uLv4UGQi-1U,
Pending,Build Heap from a Given Array,-,https://youtu.be/dTviye190jU,
Pending,Implement Min Heap,-,https://youtu.be/Eq0TFkdsL0c,
